#step	time	stress_0_0	stress_0_1	stress_0_2	strain_0_0	strain_0_1	strain_0_2	stress_1_0	stress_1_1	stress_1_2	strain_1_0	strain_1_1	strain_1_2	stress_2_0	stress_2_1	stress_2_2	strain_2_0	strain_2_1	strain_2_2	stress_3_0	stress_3_1	stress_3_2	strain_3_0	strain_3_1	strain_3_2	stress_4_0	stress_4_1	stress_4_2	strain_4_0	strain_4_1	strain_4_2	stress_5_0	stress_5_1	stress_5_2	strain_5_0	strain_5_1	strain_5_2	stress_6_0	stress_6_1	stress_6_2	strain_6_0	strain_6_1	strain_6_2	stress_7_0	stress_7_1	stress_7_2	strain_7_0	strain_7_1	strain_7_2	stress_8_0	stress_8_1	stress_8_2	strain_8_0	strain_8_1	strain_8_2	stress_9_0	stress_9_1	stress_9_2	strain_9_0	strain_9_1	strain_9_2	stress_10_0	stress_10_1	stress_10_2	strain_10_0	strain_10_1	strain_10_2	stress_11_0	stress_11_1	stress_11_2	strain_11_0	strain_11_1	strain_11_2
1	1.000000e-02	2.7907855966e+06	0.0000000000e+00	0.0000000000e+00	1.0000000000e-03	0.0000000000e+00	0.0000000000e+00	2.7907855966e+06	0.0000000000e+00	0.0000000000e+00	1.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.8589302445e+06	-9.9036248776e+05	0.0000000000e+00	5.0000000000e-04	-8.6602540379e-04	0.0000000000e+00	2.8589302445e+06	-9.9036248776e+05	0.0000000000e+00	5.0000000000e-04	-8.6602540379e-04	0.0000000000e+00	2.8589302445e+06	-5.7178604890e+05	8.0862758514e+05	5.0000000000e-04	-4.9999999999e-04	7.0710678119e-04	2.8589302445e+06	-5.7178604890e+05	8.0862758514e+05	5.0000000000e-04	-4.9999999999e-04	7.0710678119e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2	2.000000e-02	2.5753922353e+06	0.0000000000e+00	0.0000000000e+00	2.0000000000e-03	0.0000000000e+00	0.0000000000e+00	2.5753922353e+06	0.0000000000e+00	0.0000000000e+00	2.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.7559111946e+06	-9.5467564202e+05	0.0000000000e+00	1.0000000000e-03	-1.7320508076e-03	0.0000000000e+00	2.7559111946e+06	-9.5467564202e+05	0.0000000000e+00	1.0000000000e-03	-1.7320508076e-03	0.0000000000e+00	2.7559111946e+06	-5.5118223891e+05	7.7948939761e+05	1.0000000000e-03	-9.9999999999e-04	1.4142135624e-03	2.7559111946e+06	-5.5118223891e+05	7.7948939761e+05	1.0000000000e-03	-9.9999999999e-04	1.4142135624e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
3	3.000000e-02	2.3766229744e+06	0.0000000000e+00	0.0000000000e+00	3.0000000000e-03	0.0000000000e+00	0.0000000000e+00	2.3766229744e+06	0.0000000000e+00	0.0000000000e+00	3.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6566043459e+06	-9.2027474055e+05	0.0000000000e+00	1.5000000000e-03	-2.5980762114e-03	0.0000000000e+00	2.6566043459e+06	-9.2027474055e+05	0.0000000000e+00	1.5000000000e-03	-2.5980762114e-03	0.0000000000e+00	2.6566043459e+06	-5.3132086918e+05	7.5140117918e+05	1.5000000000e-03	-1.5000000000e-03	2.1213203436e-03	2.6566043459e+06	-5.3132086918e+05	7.5140117918e+05	1.5000000000e-03	-1.5000000000e-03	2.1213203436e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
4	4.000000e-02	2.1931947628e+06	0.0000000000e+00	0.0000000000e+00	4.0000000000e-03	0.0000000000e+00	0.0000000000e+00	2.1931947628e+06	0.0000000000e+00	0.0000000000e+00	4.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5608759327e+06	-8.8711344546e+05	0.0000000000e+00	2.0000000000e-03	-3.4641016151e-03	0.0000000000e+00	2.5608759327e+06	-8.8711344546e+05	0.0000000000e+00	2.0000000000e-03	-3.4641016151e-03	0.0000000000e+00	2.5608759327e+06	-5.1217518653e+05	7.2432509512e+05	2.0000000000e-03	-2.0000000000e-03	2.8284271248e-03	2.5608759327e+06	-5.1217518653e+05	7.2432509512e+05	2.0000000000e-03	-2.0000000000e-03	2.8284271248e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
5	5.000000e-02	2.0239235753e+06	0.0000000000e+00	0.0000000000e+00	5.0000000000e-03	0.0000000000e+00	0.0000000000e+00	2.0239235753e+06	0.0000000000e+00	0.0000000000e+00	5.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.4685970091e+06	-8.5514708862e+05	0.0000000000e+00	2.5000000000e-03	-4.3301270189e-03	0.0000000000e+00	2.4685970091e+06	-8.5514708862e+05	0.0000000000e+00	2.5000000000e-03	-4.3301270189e-03	0.0000000000e+00	2.4685970091e+06	-4.9371940181e+05	6.9822467406e+05	2.5000000000e-03	-2.5000000000e-03	3.5355339060e-03	2.4685970091e+06	-4.9371940181e+05	6.9822467406e+05	2.5000000000e-03	-2.5000000000e-03	3.5355339060e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
6	6.000000e-02	1.8677167702e+06	0.0000000000e+00	0.0000000000e+00	6.0000000000e-03	0.0000000000e+00	0.0000000000e+00	1.8677167702e+06	0.0000000000e+00	0.0000000000e+00	6.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.3796432757e+06	-8.2433261148e+05	0.0000000000e+00	3.0000000000e-03	-5.1961524227e-03	0.0000000000e+00	2.3796432757e+06	-8.2433261148e+05	0.0000000000e+00	3.0000000000e-03	-5.1961524227e-03	0.0000000000e+00	2.3796432757e+06	-4.7592865514e+05	6.7306475883e+05	3.0000000000e-03	-3.0000000000e-03	4.2426406871e-03	2.3796432757e+06	-4.7592865514e+05	6.7306475883e+05	3.0000000000e-03	-3.0000000000e-03	4.2426406871e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
7	7.000000e-02	1.7235660358e+06	0.0000000000e+00	0.0000000000e+00	7.0000000000e-03	0.0000000000e+00	0.0000000000e+00	1.7235660358e+06	0.0000000000e+00	0.0000000000e+00	7.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.2938949123e+06	-7.9462850707e+05	0.0000000000e+00	3.5000000000e-03	-6.0621778265e-03	0.0000000000e+00	2.2938949123e+06	-7.9462850707e+05	0.0000000000e+00	3.5000000000e-03	-6.0621778265e-03	0.0000000000e+00	2.2938949123e+06	-4.5877898246e+05	6.4881145914e+05	3.5000000000e-03	-3.5000000000e-03	4.9497474683e-03	2.2938949123e+06	-4.5877898246e+05	6.4881145914e+05	3.5000000000e-03	-3.5000000000e-03	4.9497474683e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
8	8.000000e-02	1.5905408825e+06	0.0000000000e+00	0.0000000000e+00	8.0000000000e-03	0.0000000000e+00	0.0000000000e+00	1.5905408825e+06	0.0000000000e+00	0.0000000000e+00	8.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.2112364162e+06	-7.6599476407e+05	0.0000000000e+00	4.0000000000e-03	-6.9282032303e-03	0.0000000000e+00	2.2112364162e+06	-7.6599476407e+05	0.0000000000e+00	4.0000000000e-03	-6.9282032303e-03	0.0000000000e+00	2.2112364162e+06	-4.4224728323e+05	6.2543210588e+05	4.0000000000e-03	-3.9999999999e-03	5.6568542495e-03	2.2112364162e+06	-4.4224728323e+05	6.2543210588e+05	4.0000000000e-03	-3.9999999999e-03	5.6568542495e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
9	9.000000e-02	1.4677826357e+06	0.0000000000e+00	0.0000000000e+00	9.0000000000e-03	0.0000000000e+00	0.0000000000e+00	1.4677826357e+06	0.0000000000e+00	0.0000000000e+00	9.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.1315564466e+06	-7.3839281295e+05	0.0000000000e+00	4.5000000000e-03	-7.7942286341e-03	0.0000000000e+00	2.1315564466e+06	-7.3839281295e+05	0.0000000000e+00	4.5000000000e-03	-7.7942286341e-03	0.0000000000e+00	2.1315564466e+06	-4.2631128932e+05	6.0289520716e+05	4.5000000000e-03	-4.4999999999e-03	6.3639610307e-03	2.1315564466e+06	-4.2631128932e+05	6.0289520716e+05	4.5000000000e-03	-4.4999999999e-03	6.3639610307e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
10	1.000000e-01	1.3544988937e+06	0.0000000000e+00	0.0000000000e+00	1.0000000000e-02	0.0000000000e+00	0.0000000000e+00	1.3544988937e+06	0.0000000000e+00	0.0000000000e+00	1.0000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0547476751e+06	-7.1178547398e+05	0.0000000000e+00	5.0000000000e-03	-8.6602540379e-03	0.0000000000e+00	2.0547476751e+06	-7.1178547398e+05	0.0000000000e+00	5.0000000000e-03	-8.6602540379e-03	0.0000000000e+00	2.0547476751e+06	-4.1094953501e+05	5.8117040587e+05	5.0000000000e-03	-4.9999999999e-03	7.0710678119e-03	2.0547476751e+06	-4.1094953501e+05	5.8117040587e+05	5.0000000000e-03	-4.9999999999e-03	7.0710678119e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
